Loci,Epistasis,Polymorphism,Shannon Diversity,Nucleotide Diversity,Slope,Invasion Genotypes: Pareto,Invasion Genotypes: Interp
9,1,False,1.6989994136332784e-13,5.007243649189127e-15,33294.06981921478,0.0,0.0
9,1,True,0.5749366818061288,0.1932632548326823,18940.89087075663,1.0,3.0
9,1,False,9.763556466870333e-05,7.638265457094581e-06,57296.203601393114,0.0,0.0
9,1,True,0.5255107533565017,0.170982151296738,27858.654917388118,1.0,1.0
9,1,True,0.46999769801089974,0.14701086124231652,11374.095134699977,1.0,86.0
9,1,False,0.00037729626655821544,3.141338475997901e-05,37210.60034047487,0.0,0.0
9,1,False,0.011377726189785145,0.0015170028343878697,34928.8318056187,0.0,0.0
9,1,False,6.822788979357541e-11,2.370943733638677e-12,26836.252921296287,0.0,0.0
9,1,True,0.3046470069365281,0.16529700875267941,7501.070012851686,3.0,30.0
9,1,False,5.446829981820997e-09,2.35069574598413e-10,58449.736931543746,0.0,1.0
9,1,False,0.003685447058999524,0.0004198143092397065,34448.42390747571,0.0,0.0
9,1,True,0.6599730150296271,0.23341905299431406,33821.4515891512,1.0,22.0
9,1,False,7.699251982989503e-06,4.962046181764586e-07,40305.028344911065,0.0,0.0
9,1,True,0.614978074276774,0.21194494189718327,9421.655632869815,3.0,9.0
9,1,False,6.36141431470141e-12,2.10725206230446e-13,48024.96606276844,0.0,0.0
9,1,False,1.3306791130989564e-14,3.6474886519293937e-16,46358.6813966456,0.0,0.0
9,1,True,0.4525424566405794,0.1397103118821826,33632.516797339325,1.0,0.0
9,1,True,0.5776123835288887,0.3889883509754097,31740.655146013738,1.0,1.0
9,1,False,2.478861210727341e-08,1.1484251311289964e-09,31140.072957582204,0.0,7.0
9,1,False,1.6590987877553287e-07,8.4701994220372e-09,7279.479135650734,0.0,86.0
9,1,True,0.6803834108053737,0.24364531398906455,28715.049595316563,1.0,0.0
9,1,False,1.624611102322091e-12,5.141390623711967e-14,16110.824125891284,0.0,1.0
9,1,False,8.337921804003491e-05,6.431705407164008e-06,44959.563082885565,0.0,0.0
9,1,False,9.195905276188997e-13,2.857199283906864e-14,21201.379855320516,0.0,0.0
9,1,False,4.4918081668106314e-07,3.6858793009733166e-08,35064.34818434912,0.0,1.0
9,1,True,0.4130708933885494,0.12362852801795861,46171.33095635956,2.0,1.0
9,1,True,0.466669125951631,0.14561017813643654,9583.919718672101,3.0,254.0
9,1,False,1.1401625272127062e-10,4.192111241249567e-12,22205.56908173562,0.0,0.0
9,1,True,0.6425298283787565,0.22512129441438067,11949.659311567708,2.0,1.0
9,1,True,0.6487727267016483,0.6844288373596891,29627.89980303674,4.0,1.0
9,1,True,0.2749531702163177,0.0722907567429961,60658.34765042066,0.0,0.0
9,1,False,2.8737875584559513e-18,6.480456737064654e-20,48128.00307863776,0.0,0.0
9,1,True,0.5941805123465005,0.20199920164376847,-1669.5083295487855,2.0,42.0
9,1,False,0.0025816227116205377,0.0002811886390187023,26544.09729577198,1.0,0.0
9,1,False,3.36656925458047e-07,1.7869074881651025e-08,29973.282983963443,0.0,0.0
9,1,True,0.4194991246495745,0.25241322526244675,1309.1047302833344,3.0,190.0
9,1,False,2.785801903854308e-06,1.581742414184901e-07,6657.543904858815,0.0,0.0
9,1,False,1.7256735883734707e-12,5.4274013963638664e-14,65572.00259118479,0.0,0.0
9,1,True,0.6825738433156621,0.48946181289065904,34924.09010396356,3.0,1.0
9,1,True,0.6871944376395095,0.49405907635180263,29543.05333872411,1.0,1.0
9,1,False,0.1833947131291802,0.06754708816553327,40714.23750800283,2.0,0.0
9,1,False,0.06306129237020412,0.03428364982634517,44717.95464153982,1.0,0.0
9,1,False,7.043489259909251e-07,3.900119798547541e-08,41146.36618751123,0.0,0.0
9,1,True,1.0591363662990152,0.4264453054300799,46635.04886746886,1.0,0.0
9,1,True,0.47702649839796646,0.14998343079358692,53559.01217448383,1.0,0.0
9,1,False,2.456880507528704e-22,4.571605788170085e-24,35596.6927823181,0.0,0.0
9,1,False,7.224747596734567e-09,3.158244035644868e-10,39179.771730226596,0.0,1.0
9,1,False,2.0100649848553252e-08,9.21852100154397e-10,39199.75209157743,0.0,0.0
9,1,False,0.05462776369026562,0.009607893427653353,42956.364098773156,1.0,1.0
9,1,False,1.852205959052013e-07,9.51282071760471e-09,30914.85647025586,0.0,0.0
9,1,False,2.4639094548410147e-07,1.2853161542834775e-08,25969.215827238146,0.0,2.0
9,1,True,0.6742237915890457,0.4805713382683687,37359.69366875254,2.0,2.0
9,1,True,0.6910625415510934,0.24895394678255806,37175.174356059746,0.0,1.0
9,1,False,8.619187953946509e-10,3.4320262022227836e-11,27399.399195578648,0.0,0.0
9,1,True,0.26629931503907517,0.06934619305752644,29034.92429623395,1.0,1.0
9,1,False,0.00028401673595767295,2.4442894406635896e-05,36811.5943071212,0.0,0.0
9,1,False,4.506395401678132e-16,1.1464626750435861e-17,44120.47506634847,0.0,1.0
9,1,False,1.3889487085766964e-12,4.3731299445969815e-14,34850.031143091306,0.0,0.0
9,1,False,1.031918345519813e-11,3.3586352715573487e-13,53205.71087629014,0.0,0.0
9,1,False,1.9068825778195726e-05,1.2468184723610952e-06,43058.269144244055,0.0,1.0
9,1,False,0.04939869379011302,0.00847690298236163,36561.57917155661,1.0,0.0
9,1,True,0.6699342271419158,0.23848351587975986,45332.14597148007,3.0,0.0
9,1,False,2.9960000724135164e-06,1.770427468679366e-07,38039.34321543571,0.0,0.0
9,1,False,9.103312672607972e-05,7.079330774369345e-06,50900.87766767939,0.0,0.0
9,1,True,0.6911141364980834,0.2489841621562942,19942.71413315866,2.0,2.0
9,1,True,0.6327352691732957,0.4408137359904702,38164.48190375763,2.0,0.0
9,1,False,3.5015404963595267e-07,1.862649850549718e-08,38798.71141155136,0.0,1.0
9,1,False,2.0080550102096215e-08,9.2012084553194e-10,36943.84899875576,0.0,1.0
9,1,False,4.683666296903178e-10,1.820355531572026e-11,35703.221396081586,0.0,0.0
9,1,False,1.384112544739864e-13,4.052681672771114e-15,54860.95709675297,0.0,0.0
9,1,True,0.49446092575193196,0.3148697733322523,44251.691134480476,1.0,0.0
9,1,True,0.6458529327186733,0.22672808651007692,51826.22514371344,1.0,0.0
9,1,False,2.6578552346294635e-11,9.254919243159194e-13,38040.20947340634,0.0,1.0
9,1,True,0.6710810624554342,0.4780966691467508,46180.40067042351,3.0,1.0
9,1,False,1.9894353518815684e-15,5.291899905799387e-17,44157.400533953725,0.0,0.0
9,1,True,0.6830519286360912,0.48993741876749053,36618.782812785794,1.0,0.0
9,1,False,5.479347121167195e-08,2.6402644101429403e-09,35646.69641551145,0.0,0.0
9,1,False,6.905083521566585e-08,3.3771751563853192e-09,31808.116039704986,1.0,0.0
9,1,False,1.835923752589115e-07,9.424692810806117e-09,17828.998789390178,0.0,1.0
9,1,False,2.1749677625077916e-11,7.521716630363118e-13,31667.99965430812,0.0,0.0
9,1,False,1.6327047083448276e-13,4.8074990988580744e-15,40832.16612515936,0.0,1.0
9,1,True,0.6908224010079778,0.24883755860131052,16213.004384831804,4.0,0.0
9,1,False,6.915465508240727e-15,1.8791326605428073e-16,60119.58694694487,0.0,0.0
9,1,True,0.6050325317940302,0.2072527659900126,21238.553997331564,0.0,0.0
9,1,True,0.3220962774741632,0.08891442484963485,1387.005940278451,4.0,105.0
9,1,True,1.0281826625353678,0.334118560722253,16229.539219122802,1.0,2.0
9,1,True,0.6548161759545484,0.23108064748194743,37182.273817049485,2.0,0.0
9,1,True,0.5913990928235766,0.20056662100552738,52087.929863763646,2.0,0.0
9,1,False,8.938833484338341e-20,1.8729174020929095e-21,59614.432945350134,0.0,0.0
9,1,False,7.380911643647368e-10,2.916929604096412e-11,24671.765869042916,0.0,0.0
9,1,False,4.33267089986271e-15,1.1191845756167015e-16,31585.347005290878,0.0,1.0
9,1,False,1.954992977622256e-05,1.3465466246407947e-06,12178.43476689821,0.0,1.0
9,1,True,0.3977904248216939,0.11754762776468297,33872.88193391011,3.0,1.0
9,1,False,1.4344017547646173e-06,8.080050461017162e-08,17398.994619276702,0.0,0.0
9,1,False,2.9141075356778145e-07,1.534337799394544e-08,16939.508444763807,0.0,0.0
9,1,True,0.30750234143028576,0.0835886849887625,61454.63866310841,2.0,0.0
9,1,False,1.8087837411384006e-17,4.2725723335929728e-19,35211.81327846766,0.0,0.0
9,1,False,0.0003470126185285213,2.849604669384076e-05,32297.467091091632,0.0,0.0
9,1,False,3.833277438928259e-08,1.8143504789622383e-09,47302.63182483765,0.0,0.0
9,1,False,1.118924804532571e-05,7.402086217205476e-07,49170.984723382666,0.0,0.0
9,1,True,0.6931456219224029,0.2499992166841191,34913.47795666728,1.0,1.0
9,1,False,2.9355990801085826e-21,5.731949536363105e-23,43070.72797100148,0.0,0.0
9,1,True,0.2389584941316188,0.06026958833199598,31818.13152022937,1.0,3.0
9,1,False,1.745947223371514e-05,1.1926392397780349e-06,38136.31942553295,0.0,0.0
9,1,False,2.865655356899289e-23,5.123575281173566e-25,31460.342599460164,0.0,0.0
9,1,False,0.022748692285993622,0.0067864935574336715,29494.382371266573,1.0,1.0
9,1,False,0.002501604111310084,0.00027151217031601385,26925.875118291904,0.0,1.0
9,1,False,6.1255428093769774e-15,1.6551276186264375e-16,22287.79831220446,0.0,1.0
9,1,False,1.2584404245989328e-08,5.644451158964346e-10,58458.23876761022,0.0,0.0
9,1,True,0.6145961110283373,0.21176414546779118,31739.057879252105,2.0,0.0
9,1,True,0.5243654174975003,0.3409523055379605,9935.24194478763,3.0,0.0
9,1,True,0.19246528064716698,0.04564666288789018,20876.60955922205,2.0,4.0
9,1,False,0.0013093511615927785,0.00013178559210187064,23527.173933873226,0.0,0.0
9,1,False,8.004384585842784e-28,1.2019849742908904e-29,41601.58187527746,0.0,1.0
9,1,True,0.40577245331945455,0.12072098869998829,13909.56245347863,1.0,51.0
9,1,True,0.6028461360330084,0.20621936738723112,20637.701153426755,2.0,60.0
9,1,False,8.661699207939635e-07,4.8525433278342413e-08,19153.498480535254,0.0,1.0
9,1,False,9.541733148884512e-05,7.450025625613883e-06,45303.38303245187,0.0,0.0
9,1,False,7.49040339477557e-26,1.1925128575656321e-27,9103.05391447695,0.0,0.0
9,1,False,7.112068612446646e-05,5.418367433502727e-06,46904.850248633345,0.0,0.0
9,1,False,8.789748062699984e-16,2.286761748194018e-17,59995.16289365981,0.0,0.0
9,1,False,1.9637233808772598e-24,3.32384927658009e-26,36720.95706904568,0.0,0.0
9,1,False,1.1751251461895107e-14,3.16832232501124e-16,42362.4747107102,0.0,1.0
9,1,True,0.6778936590050585,0.24241187659159213,17031.464800673235,2.0,1.0
9,1,False,5.223597085710678e-16,1.3446277287776681e-17,57482.456477852735,0.0,0.0
9,1,False,6.879198524837594e-05,5.226638340032021e-06,53392.95740601629,0.0,0.0
9,1,False,1.237653181249288e-09,5.0071816664972513e-11,54357.5092727111,0.0,0.0
