Polymorphism,PIPMin: Pareto,PIPMin: Polynomial,PIPMin: Linear,Shannon Diversity,Nucleotide Diversity,Slope
True,2.0,0.0,33.0,0.42520388363053974,0.2570015412504379,0.5908636690040099
True,1.0,0.0,50.0,0.5647735226017601,0.18856890315070704,0.6246298398864331
True,1.0,0.0,28.0,0.4515748309047644,0.27861789905266937,1.4008897731546752
False,0.0,0.0,0.0,2.297811890998442e-34,2.8068698431618813e-36,0.6004584727606487
True,1.0,1.0,55.0,0.6284988653792641,0.43675731447636645,0.7434749134110507
True,1.0,7.0,54.0,0.39595930873374846,0.11684402325793404,0.19288350672714866
False,0.0,1.0,0.0,3.907052427959691e-05,2.83677262190479e-06,1.1833821075912063
False,0.0,1.0,0.0,1.2369732782528423e-11,4.2430645628389316e-13,1.2435267668324523
False,0.0,0.0,0.0,1.784427466764063e-09,7.332316009661676e-11,0.7478909018394083
True,2.0,1.0,168.0,0.5995258195902,0.204669045406327,0.6885679487090252
True,2.0,1.0,31.0,0.18734485778242405,0.08823562773003168,0.28564539068900036
False,0.0,0.0,0.0,5.237728738066547e-11,1.8702841771349087e-12,0.3648870974641722
False,0.0,0.0,0.0,3.552032188634774e-13,1.0670966134280315e-14,0.08444720100840757
False,0.0,2.0,0.0,4.491110807256283e-11,1.5946055091320473e-12,0.19702137624033217
True,2.0,1.0,36.0,0.4025256641788618,0.1194342529175889,0.5130107305794651
False,0.0,0.0,0.0,7.066416703100726e-07,3.9133829452146346e-08,1.0156601379453754
False,0.0,0.0,0.0,6.48839332893651e-07,3.575549534143706e-08,0.1426554994138178
False,0.0,0.0,0.0,1.000570855100283e-06,5.656836354253484e-08,0.7955471577055407
True,2.0,1.0,127.0,0.23658078483107264,0.1784876780911092,0.2150075400959891
True,6.0,9.0,46.0,0.19136977595253435,0.1810011464203562,0.16338482795537648
False,0.0,0.0,0.0,3.829207370896196e-05,2.775878719449514e-06,0.683137782129162
False,0.0,0.0,0.0,2.3034540978114938e-14,6.426119265593045e-16,0.32408683100095365
False,0.0,134.0,0.0,1.8001551619265236e-12,5.716010453156847e-14,0.3247521831586061
False,0.0,0.0,0.0,8.521041179820892e-10,3.3939669424256765e-11,0.9892864223071453
True,0.0,388.0,93.0,0.6930508971721812,0.24995185985121895,0.4569780635568533
False,0.0,0.0,0.0,1.1716126298488058e-11,3.874458701352543e-13,1.0017641838642015
False,0.0,0.0,0.0,4.787507811667909e-09,2.0541984984174562e-10,0.6618680077924717
True,1.0,121.0,84.0,0.8843438942459041,1.2278610122000841,-0.01492201668770137
True,1.0,0.0,4.0,0.10657113424800742,0.021729701925691392,0.9454081791408816
True,1.0,42.0,174.0,0.3705680650863325,0.21398217890317228,0.08487757041759708
False,0.0,0.0,0.0,4.592771362330321e-12,1.504597453846882e-13,0.3836683202914161
True,1.0,2.0,22.0,0.5550949973973409,0.3684283164610078,0.5525312298477352
False,0.0,0.0,0.0,5.724506205579443e-12,1.8894372915944914e-13,0.690997628032627
True,0.0,3.0,138.0,0.6923122221145536,0.4991652739656818,0.1041363315314804
True,1.0,0.0,74.0,0.45313163996175115,0.5598194552267457,0.6106874913149343
False,0.0,0.0,0.0,6.118792207966382e-12,2.0241927081874177e-13,0.7094231800375962
False,0.0,0.0,0.0,1.8266890071221613e-07,9.374727811838816e-09,0.06360071085322686
True,1.0,192.0,65.0,0.5339830375182715,0.34947885042162424,-0.12229202340070001
True,1.0,1.0,52.0,0.3846810719351395,0.33730921726855356,1.454706211477018
False,0.0,0.0,0.0,1.733617450296406e-05,1.1836019168979042e-06,1.1885205660114495
False,0.0,0.0,0.0,2.5356733296681166e-15,6.811692377118164e-17,1.0754272805547906
True,3.0,141.0,226.0,0.43740264361201575,0.5338845976509712,0.09570682107663693
True,2.0,1.0,145.0,0.4654447440138505,0.5803834191351839,0.7690019975385082
True,2.0,1.0,62.0,0.5977698543276225,0.2038479379707592,1.0386676915846424
False,0.0,0.0,0.0,2.734607426158787e-06,1.645357205591604e-07,0.7510601473435443
True,2.0,124.0,141.0,0.4957309210159685,0.1579821409142504,0.24158246347562473
True,1.0,144.0,58.0,0.5764903348379322,0.19397768571263424,0.0444889207012329
True,2.0,1.0,121.0,0.5448219287699363,0.7183354259834099,0.4258614697744463
False,0.0,0.0,0.0,2.023820434526794e-45,1.8810456421489387e-47,1.0106163381456306
True,2.0,0.0,86.0,0.6931469653064661,0.7499996678627431,0.4609349915869678
False,0.0,0.0,0.0,1.1324822001355283e-15,2.976037821587546e-17,0.8924103358544464
False,0.0,0.0,0.0,2.001479237061836e-20,4.0578465411016946e-22,1.0584795234263003
False,0.0,1.0,0.0,1.606195556136134e-49,1.371414462562069e-51,1.2118871094390666
False,0.0,0.0,0.0,3.479123491589352e-12,1.1291416357770116e-13,0.6692857967026686
False,0.0,0.0,0.0,2.4417167407677215e-36,2.8239827563319447e-38,0.8208325619751452
True,0.0,0.0,29.0,0.6783116627584499,0.4852379238667862,0.20226000470860073
False,0.0,1.0,0.0,1.216226707183821e-27,1.8371638329134178e-29,0.7740804964809285
False,0.0,0.0,0.0,1.0134773074432722e-08,4.499988385247577e-10,0.9570700988869638
True,2.0,162.0,200.0,0.6421962616314962,0.8998231665067702,-0.37355247631636646
False,0.0,0.0,0.0,7.702719819322891e-07,4.287638908469999e-08,0.6805866322646128
True,1.0,0.0,72.0,0.6688082392290317,0.23792958509626733,-0.08679660565948152
False,0.0,0.0,0.0,5.325744616347528e-23,9.630698453788867e-25,0.9137736880938473
False,0.0,1.0,0.0,1.398986069012478e-34,1.6985554439896708e-36,0.32294583657911946
True,3.0,0.0,119.0,0.45404964648250296,0.42100855943115656,0.8481376074873647
False,0.0,0.0,0.0,3.384681758977364e-05,2.4255654815537653e-06,0.6629053080015523
False,0.0,0.0,0.0,2.756296869100533e-17,6.583852713165267e-19,1.104732263675898
False,0.0,0.0,0.0,4.2937222529480843e-17,1.036872443147918e-18,0.20348832478160198
False,0.0,0.0,0.0,1.2287283262744755e-09,4.969557497109248e-11,0.9922459237375327
True,1.0,1.0,24.0,0.6004670588754365,0.205110278389673,0.6816271579713808
True,1.0,0.0,3.0,0.1620208931456497,0.03669497329929788,1.066278391069246
False,0.0,0.0,0.0,1.9534863151579758e-05,1.3011867533688823e-06,0.5673363577809023
True,1.0,1.0,102.0,0.688517827324661,0.49537779482231065,0.3669419702294464
True,1.0,0.0,11.0,0.380528780400261,0.11082650059513784,1.0539008964530305
False,0.0,1.0,0.0,7.22360929489322e-07,4.005129116281099e-08,0.5009917433904609
False,0.0,1.0,0.0,6.375763281208786e-35,7.647309337694362e-37,0.32502266737297836
True,4.0,4.0,229.0,0.2064787506460082,0.13027374646758305,0.17472609661196425
False,0.0,0.0,0.0,2.483702093899729e-07,1.2962119146952595e-08,0.746450548913399
True,2.0,0.0,31.0,0.6904391711032818,0.49729443534579654,0.047463404561104865
False,0.0,3.0,0.0,3.706740415638145e-12,1.2056092861141812e-13,0.1926790196057694
True,2.0,0.0,97.0,0.3990703058451336,0.590347073677528,1.0470217910985593
True,1.0,1.0,14.0,0.5529248155090203,0.18323287523864568,0.8033638351779097
True,1.0,1.0,6.0,0.32382603704056867,0.08954268973990422,0.5558986431949892
False,0.0,1.0,0.0,3.365693454226598e-05,2.415518627626909e-06,0.4091704246883481
False,0.0,0.0,0.0,2.255524210015587e-05,1.5064963903297331e-06,0.17751187665131912
True,1.0,1.0,186.0,0.6512817852469441,0.45872218700085876,0.3240384766828805
False,0.0,0.0,0.0,1.6053110125995185e-13,4.708580331569152e-15,1.1398818816722134
False,0.0,0.0,0.0,1.517710350305647e-20,3.0609874068885657e-22,0.894782823476213
True,1.0,0.0,65.0,0.4881138222691765,0.15470916021224038,0.4459865589390336
True,1.0,0.0,113.0,0.6169617994530351,0.6386549343624668,0.351148477517049
False,1.0,0.0,14.0,0.014476380032899487,0.006010573233725206,0.3389447598259871
False,0.0,1.0,0.0,2.5146536650992225e-10,9.533805768209662e-12,1.0174197388080546
False,0.0,0.0,0.0,6.310763116794778e-08,3.06289666107557e-09,0.7369142333101278
False,0.0,1.0,0.0,3.09642578699473e-08,1.4502107669112863e-09,1.3832279528001383
True,2.0,0.0,78.0,0.6826287609549523,0.7315980881150741,0.7393983812043787
True,2.0,98.0,69.0,0.6931583247557229,0.9999850607020456,0.24170272918880828
False,0.0,0.0,0.0,8.103217404154526e-23,1.4767435940950044e-24,2.4703513045489136
False,0.0,0.0,0.0,1.786604296815131e-31,2.365368694681595e-33,1.0698976383528815
True,1.0,0.0,63.0,0.6359393396948757,0.4438911720207061,0.06646909283278019
False,0.0,0.0,0.0,1.4367478416335078e-12,4.525122693992439e-14,0.8371633841682603
True,1.0,1.0,34.0,0.482131789955463,0.45646134942171174,0.9463041256978875
True,3.0,0.0,77.0,0.20731073445730247,0.09974689381601608,0.6424433002517921
True,1.0,1.0,24.0,0.513466339120298,0.16568539598602164,0.7779668274072246
True,1.0,86.0,86.0,0.484639981397568,0.15322360690018952,0.6945392371164759
False,0.0,0.0,0.0,0.0003419029108005467,2.9948594437914818e-05,-0.5104664542643886
False,0.0,1.0,1.0,7.620295484817391e-18,1.7647285444813067e-19,0.7762209860344439
False,0.0,15.0,0.0,1.7053951117611333e-15,4.5315782982154735e-17,0.2898551402617715
False,1.0,92.0,76.0,0.001110970595511536,0.0003294120266010705,0.2501595968020232
False,0.0,6.0,0.0,1.7489841785682867e-09,7.180607244056303e-11,0.3899152996134652
False,0.0,1.0,0.0,2.86489792106751e-18,6.456106883772175e-20,0.42845156675650853
False,0.0,0.0,0.0,4.6914765201976715e-07,2.5373692905452023e-08,0.32841246999009466
True,2.0,0.0,74.0,0.5918658710927556,0.6032807795576962,0.3905877652222797
False,0.0,0.0,0.0,3.39669430029309e-08,1.552323285272973e-09,0.1563922354098082
False,0.0,0.0,0.0,3.1411201476018695e-14,8.804872528593983e-16,0.3299519007876866
True,1.0,163.0,88.0,0.3445736161406158,0.2915291308367754,0.36457406526761615
True,3.0,0.0,43.0,0.1512501177900791,0.13457943364576175,0.18071321701345558
True,0.0,183.0,108.0,0.6905537106914119,0.2487028128969622,0.283854361585209
False,0.0,0.0,0.0,0.0018893884283755183,0.00039654548071344577,0.7695047445227153
False,0.0,0.0,0.0,4.6162905389674234e-26,7.320220502186666e-28,0.5575156452321481
True,3.0,146.0,171.0,0.6829819965032243,1.959477215167758,-0.2593473433474574
False,0.0,0.0,0.0,7.632066141557726e-22,1.4513207875715087e-23,0.44155148575439207
False,1.0,2.0,0.0,1.6647961370083753e-13,4.904440830101573e-15,0.44366903289664233
False,0.0,1.0,1.0,2.730731830373252e-12,8.791038053712836e-14,0.4812525464251386
False,1.0,0.0,1.0,4.802588288946528e-17,1.1629797221876316e-18,1.3636248777508895
True,1.0,262.0,107.0,0.672729292164965,0.47972145797643795,0.737355333117946
True,1.0,0.0,26.0,0.4337333896822171,0.26394466484570384,0.8052538344833158
False,0.0,1.0,0.0,3.1532123741072167e-13,9.468797113977656e-15,0.20918122416307708
False,0.0,4.0,0.0,6.101896165539566e-11,2.1912539792872842e-12,0.06395322592289862
False,0.0,0.0,0.0,4.548119918351046e-06,2.828737231270391e-07,0.9830035768688841
True,2.0,1.0,176.0,0.6093922559963036,1.0465271883458438,0.4572161997423322
True,1.0,0.0,1.0,0.6917675325260088,0.49862085880843454,0.7238666267077377
False,0.0,0.0,0.0,2.518409500097239e-14,2.810754938953446e-15,1.4235570312546877
True,1.0,0.0,3.0,0.16430559158111385,0.07470066508607281,0.5119460992066756
True,2.0,1.0,115.0,0.6608496054977852,0.46805165319822667,2.151405217476129
True,5.0,96.0,196.0,0.36188671516094667,0.5184167181825918,-0.08659146771149782
False,0.0,0.0,0.0,4.191914434539436e-14,1.1874459504645605e-15,1.1152020408312489
True,1.0,123.0,177.0,0.6374385665246514,0.22266690961209354,0.23978373919539173
False,1.0,0.0,39.0,2.1202698758010555e-09,8.836531555954607e-11,1.0641981564281122
False,1.0,1.0,10.0,0.0020206786437171175,0.0004264824215183986,0.8836976885459128
False,0.0,0.0,0.0,2.2618488600888121e-07,1.1743799753871087e-08,1.0382923421527777
False,0.0,0.0,0.0,0.003040306437200372,0.00033797511768131626,0.5419893835542043
True,1.0,40.0,9.0,0.6273115664937864,0.4355395214650366,0.09198092380624688
True,2.0,26.0,70.0,0.5688206760839916,0.38091824850302886,0.21320393242046176
False,0.0,0.0,0.0,7.620594000030909e-13,2.3530937445334224e-14,0.7566631154654289
True,0.0,91.0,98.0,0.6804447105916873,0.2436757030336878,0.01088067920120909
False,0.0,0.0,0.0,3.5158046622584425e-06,2.1498761306818723e-07,0.25924032980999123
False,0.0,0.0,0.0,1.2853098762282634e-11,4.36065960621219e-13,0.9662953718844312
False,0.0,1.0,0.0,2.4335870285595074e-09,1.0134678776943438e-10,0.8986419714665717
True,1.0,1.0,102.0,0.6691107853801224,0.9523136275548045,-0.038521449172830124
False,0.0,0.0,0.0,1.0250599611228168e-10,3.753658303856672e-12,2.493100592760762
False,0.0,0.0,0.0,7.142249561480595e-09,3.120542751031492e-10,0.399617218164192
True,1.0,44.0,15.0,0.6312099482260007,0.43934147848193544,0.12379808868383274
False,0.0,0.0,0.0,2.984118637459363e-28,4.414764695394304e-30,0.6544664560281739
True,1.0,1.0,51.0,0.15739807430727826,0.10613348562635853,0.14496926579801758
True,2.0,4.0,89.0,0.6643181654514589,0.23572391718160404,0.7359487319047353
True,2.0,1.0,98.0,0.1942769807587345,0.13861900323220394,1.7272732016424306
True,1.0,0.0,35.0,0.5624845616210771,0.1875680065602065,1.2488362969753448
True,1.0,503.0,192.0,0.6117998819771804,0.21040640804820127,-0.05605302249274286
False,0.0,1.0,0.0,2.029246207670164e-17,4.811127343721756e-19,0.8265503146694361
True,1.0,0.0,16.0,0.655334513227077,0.462666350570748,0.8875955380894274
False,0.0,0.0,1.0,1.7559591748176722e-07,8.992526615154344e-09,0.8416652663924306
True,2.0,2.0,84.0,0.645962005355897,0.6803409393434059,0.1402826751114269
False,1.0,0.0,2.0,0.012508380315584296,0.005076364433547024,0.6070254871460119
False,0.0,1.0,0.0,3.4376997741396246e-16,8.599338057371948e-18,0.2352052677820548
True,1.0,3.0,5.0,0.22094336792119634,0.05448217443547293,0.3385752226977291
True,2.0,10.0,26.0,0.16297269714524099,0.07393481365652163,0.423899616756128
True,1.0,1.0,4.0,0.5829963251235988,0.19697860229367753,0.406351351619025
True,1.0,0.0,21.0,0.6895737776207683,0.4964308554924309,0.7817882477874915
False,0.0,0.0,0.0,2.917332935948846e-17,6.977316884759402e-19,0.12941328335236757
True,2.0,1.0,97.0,0.6871687750837308,0.49403351781628496,0.5181086393707663
True,2.0,1.0,69.0,0.6910652803201616,0.995838974961961,0.17888277119364043
False,0.0,4.0,0.0,8.5211433510177e-06,5.530392788958421e-07,-0.08787728656263738
False,0.0,0.0,0.0,1.1379897751409525e-19,2.3967687640787777e-21,1.4877032487636423
True,1.0,1.0,69.0,0.6931482741000804,0.24999995804516725,0.7818882713427516
False,0.0,1.0,0.0,1.921656124438255e-14,5.30567424605622e-16,0.28540760845128305
False,0.0,1.0,0.0,4.814646060884456e-22,9.074552355621853e-24,0.7155956975143245
True,2.0,1.0,96.0,0.6918829588010418,0.4987356683697914,-0.02532105441725631
True,2.0,354.0,317.0,0.5367105202657007,0.7038180123600453,-0.0764720995030848
True,1.0,2.0,27.0,0.5488884533389841,0.1814122314485028,0.7873478697324541
True,1.0,4.0,195.0,0.6134280893695344,0.21121147083383235,0.18941580522754708
True,1.0,1.0,3.0,0.6862766015052485,0.2465725851720875,0.3591784270745303
True,1.0,12.0,21.0,0.5767850617461072,0.19411330850127098,0.22529312243789637
False,0.0,247.0,0.0,4.0587862559733406e-07,2.1771491891088072e-08,0.09550849194838511
